ts,run_tag,last_processed_idx,last_processed_global_idx,last_processed_source_idx,total_processed,total_saved,ea_count,pa_count,format_ok_count,errors,skipped,ea_rate,pa_rate,fmt_rate,completed
2026-04-14 16:37:44,full_run,9,9,9,10,7,7,5,10,0,0,0.7000000000000001,0.5,1.0,False
2026-04-14 16:37:44,full_run,19,19,19,20,12,12,9,20,0,0,0.6000000000000001,0.45,1.0,False
2026-04-14 16:37:44,full_run,29,29,29,30,20,20,16,30,0,0,0.6666666666666661,0.533333333333333,1.0,False
2026-04-14 16:37:44,full_run,39,39,39,40,29,29,23,40,0,0,0.725,0.5750000000000001,1.0,False
2026-04-14 16:37:44,full_run,49,49,49,50,36,36,26,50,0,0,0.72,0.52,1.0,False
2026-04-14 16:37:44,full_run,59,59,59,60,42,42,31,60,0,0,0.7000000000000001,0.516666666666666,1.0,False
2026-04-14 16:37:44,full_run,69,69,69,70,51,51,38,70,0,0,0.7285714285714281,0.542857142857142,1.0,False
2026-04-14 16:37:44,full_run,79,79,79,80,59,59,45,80,0,0,0.7375,0.5625,1.0,False
2026-04-14 16:37:44,full_run,89,89,89,90,68,68,52,90,0,0,0.7555555555555551,0.5777777777777771,1.0,False
2026-04-14 16:37:44,full_run,99,99,99,100,77,77,59,100,0,0,0.77,0.59,1.0,False
2026-04-14 16:37:44,full_run,109,109,109,110,82,82,62,110,0,0,0.745454545454545,0.563636363636363,1.0,False
2026-04-14 16:37:44,full_run,119,119,119,120,89,89,68,120,0,0,0.741666666666666,0.5666666666666661,1.0,False
2026-04-14 16:37:44,full_run,129,129,129,130,98,98,75,130,0,0,0.753846153846153,0.5769230769230761,1.0,False
2026-04-14 16:37:44,full_run,139,139,139,140,106,106,82,140,0,0,0.757142857142857,0.5857142857142851,1.0,False
2026-04-14 16:37:44,full_run,149,149,149,150,113,113,87,150,0,0,0.7533333333333331,0.58,1.0,False
2026-04-14 16:37:44,full_run,159,159,159,160,120,120,95,160,0,0,0.75,0.59375,1.0,False
2026-04-14 16:37:44,full_run,169,169,169,170,127,127,101,170,0,0,0.7470588235294111,0.5941176470588231,1.0,False
2026-04-14 16:37:44,full_run,179,179,179,180,133,133,105,180,0,0,0.738888888888888,0.583333333333333,1.0,False
2026-04-14 16:37:44,full_run,189,189,189,190,141,141,111,190,0,0,0.742105263157894,0.5842105263157891,1.0,False
2026-04-14 16:37:44,full_run,199,199,199,200,148,148,116,200,0,0,0.74,0.58,1.0,False
2026-04-14 16:37:44,full_run,209,209,209,210,154,154,121,210,0,0,0.7333333333333331,0.576190476190476,1.0,False
2026-04-14 16:37:44,full_run,219,219,219,220,159,159,125,220,0,0,0.7227272727272721,0.568181818181818,1.0,False
2026-04-14 16:37:44,full_run,229,229,229,230,163,163,128,230,0,0,0.7086956521739131,0.556521739130434,1.0,False
2026-04-14 16:37:44,full_run,239,239,239,240,171,171,134,240,0,0,0.7125,0.558333333333333,1.0,False
2026-04-14 16:37:44,full_run,249,249,249,250,177,177,139,250,0,0,0.708,0.556,1.0,False
2026-04-14 16:37:45,full_run,259,259,259,260,186,186,147,259,0,0,0.7153846153846151,0.565384615384615,0.9961538461538461,False
2026-04-14 16:37:45,full_run,269,269,269,270,192,192,152,268,0,0,0.711111111111111,0.562962962962963,0.992592592592592,False
2026-04-14 16:37:45,full_run,279,279,279,280,199,199,157,278,0,0,0.7107142857142851,0.560714285714285,0.9928571428571421,False
2026-04-14 16:37:45,full_run,289,289,289,290,207,207,164,288,0,0,0.7137931034482751,0.56551724137931,0.993103448275862,False
2026-04-14 16:37:45,full_run,299,299,299,300,217,217,172,298,0,0,0.723333333333333,0.573333333333333,0.9933333333333331,False
2026-04-14 16:37:45,full_run,309,309,309,310,223,223,178,308,0,0,0.7193548387096771,0.574193548387096,0.9935483870967741,False
2026-04-14 16:37:45,full_run,319,319,319,320,230,230,183,318,0,0,0.7187500000000001,0.571875,0.9937500000000001,False
2026-04-14 16:37:45,full_run,329,329,329,330,240,240,190,328,0,0,0.7272727272727271,0.575757575757575,0.9939393939393931,False
2026-04-14 16:37:45,full_run,339,339,339,340,246,246,195,338,0,0,0.7235294117647051,0.5735294117647051,0.9941176470588231,False
2026-04-14 16:37:45,full_run,349,349,349,350,253,253,201,348,0,0,0.7228571428571421,0.5742857142857141,0.9942857142857141,False
